日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,7650891.0,305922902,39.9,40.5,39.55,39.95,-0.05,4296.0
111/06/02,15363973.0,628661636,40.35,41.5,39.85,41.1,1.15,8904.0
111/06/06,11615189.0,467879644,42.0,42.0,39.25,39.65,-1.45,6396.0
111/06/07,12986182.0,528677753,39.65,41.3,39.65,40.65,1.0,5983.0
111/06/08,11833238.0,487281043,40.9,41.9,40.0,41.8,1.15,6205.0
111/06/09,8070230.0,335560886,41.8,42.4,41.0,41.4,-0.4,4388.0
111/06/10,3851144.0,159083664,40.9,41.7,40.6,41.5,0.1,2395.0
111/06/13,12086051.0,506415044,40.7,42.45,40.55,41.9,0.4,7247.0
111/06/14,8661309.0,352912645,41.6,41.9,39.9,41.2,-0.7,4386.0
111/06/15,25160900.0,1083853846,41.3,44.0,41.2,43.8,2.6,13751.0
111/06/16,31447534.0,1389953152,44.5,45.15,43.0,43.9,0.1,16431.0
111/06/17,19657478.0,870497677,43.9,45.0,43.1,44.9,1.0,10086.0
111/06/20,12683094.0,553090972,45.35,45.4,42.5,42.65,-2.25,5923.0
111/06/21,18014690.0,817574059,43.5,46.3,43.4,45.25,2.6,9670.0
111/06/22,10858228.0,492208716,45.7,46.5,44.5,44.5,-0.75,5936.0
111/06/23,10884060.0,486028866,44.0,45.5,43.9,44.5,0.0,6081.0
111/06/24,11543760.0,522132549,45.4,46.35,44.4,44.55,0.05,6723.0
111/06/27,12463526.0,572909011,46.25,46.75,45.05,46.25,1.7,7430.0
111/06/28,19149174.0,912170390,46.7,48.45,46.45,48.35,2.1,11131.0
111/06/29,35295020.0,1754751223,48.6,51.8,48.35,51.8,3.45,19626.0
111/06/30,21471002.0,1059340909,51.0,51.2,47.85,49.35,-2.45,12276.0
