日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/11/01,10870454.0,1190799986,110.5,110.5,108.5,109.5,0.0,3795.0
102/11/04,9642456.0,1047704248,108.0,109.0,108.0,109.0,-0.5,4622.0
102/11/05,21861325.0,2348231599,108.5,109.0,106.5,106.5,-2.5,6414.0
102/11/06,17440575.0,1865571385,106.5,107.5,106.5,107.0,0.5,7155.0
102/11/07,15944496.0,1700975572,107.0,107.5,106.0,107.0,0.0,5026.0
102/11/08,31481367.0,3333228352,105.0,106.5,105.0,106.0,-1.0,7421.0
102/11/11,21491766.0,2253064518,105.0,106.0,104.5,104.5,-1.5,8709.0
102/11/12,31992852.0,3363418490,106.0,106.0,104.5,105.0,0.5,6868.0
102/11/13,26708973.0,2772020219,105.0,105.0,103.0,103.0,-2.0,8182.0
102/11/14,29933608.0,3113410393,104.0,104.5,103.5,103.5,0.5,7251.0
102/11/15,19904673.0,2068729812,103.5,104.5,103.5,104.0,0.5,5083.0
102/11/18,25297464.0,2641543756,104.5,105.0,104.0,104.0,0.0,6957.0
102/11/19,34510121.0,3613948121,104.5,105.5,104.0,105.0,1.0,8014.0
102/11/20,46675350.0,4813555110,104.0,104.0,102.5,103.0,-2.0,10990.0
102/11/21,57002648.0,5764943473,102.0,103.0,100.5,101.0,-2.0,14431.0
102/11/22,57158109.0,5760006926,100.0,101.5,100.0,100.0,-1.0,13182.0
102/11/25,30949392.0,3142230092,101.0,102.5,101.0,101.0,1.0,7929.0
102/11/26,47194676.0,4885738532,102.0,105.0,101.5,103.5,2.5,11490.0
102/11/27,22853577.0,2391973585,105.0,105.5,104.5,105.0,1.5,6528.0
102/11/28,22995978.0,2413773679,105.0,105.5,104.5,105.0,0.0,6169.0
102/11/29,34465306.0,3609926445,104.5,105.0,104.0,105.0,0.0,5923.0
