日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/11/02,34539576.0,14901775161,433.0,435.5,428.0,435.5,3.5,35704.0
109/11/03,31461727.0,13852498196,439.5,443.0,438.0,441.0,5.5,21031.0
109/11/04,37929652.0,16969841989,444.5,451.5,443.0,450.0,9.0,30087.0
109/11/05,36539446.0,16404944484,451.5,451.5,445.5,451.0,1.0,24764.0
109/11/06,32644190.0,14788989058,455.0,455.5,450.0,452.5,1.5,20999.0
109/11/09,43415670.0,19865414906,458.0,460.0,454.0,458.5,6.0,27868.0
109/11/10,36786882.0,16610287996,452.0,454.5,448.5,451.0,-7.5,31009.0
109/11/11,40355804.0,18326545251,448.5,457.0,448.5,457.0,6.0,23150.0
109/11/12,57993774.0,26690353577,463.0,463.5,457.5,458.0,1.0,28011.0
109/11/13,31483881.0,14478873331,459.0,462.0,456.5,462.0,4.0,21663.0
109/11/16,83380911.0,39658459663,470.0,484.5,469.0,484.0,22.0,67363.0
109/11/17,75763870.0,37446278783,502.0,506.0,485.5,485.5,1.5,68560.0
109/11/18,56607501.0,27883387314,490.0,497.0,486.5,497.0,11.5,38186.0
109/11/19,47345316.0,23320435165,499.0,499.0,490.0,490.0,-7.0,40198.0
109/11/20,35242579.0,17191897556,486.0,490.0,486.0,488.0,-2.0,30557.0
109/11/23,43708352.0,21661263304,494.5,498.5,492.0,496.5,8.5,26794.0
109/11/24,38630079.0,19113408398,499.5,500.0,491.5,492.0,-4.5,34407.0
109/11/25,47179640.0,23142083458,495.0,495.5,487.0,487.0,-5.0,40066.0
109/11/26,31844322.0,15606951086,489.0,493.5,488.0,489.0,2.0,19587.0
109/11/27,35196829.0,17205872680,487.5,492.0,486.5,489.0,0.0,21314.0
109/11/30,149311778.0,72095050187,493.0,493.5,480.5,480.5,-8.5,49362.0
